Type,Name,Title,Link,Author,AuthorGH,ScreenshotUrl,Description,SP2019,Categories,ColumnTypes,Tokens,Operators,Actions,Features,Classes
View,issue-tracker-planner-cards,Issue Tracker: Planner Cards,https://github.com/pnp/List-Formatting/tree/master/view-samples/issue-tracker-planner-cards,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/issue-tracker-planner-cards/assets/screenshot.gif,This sample is intended to be used in combination with the Issue Tracker list template. The format keeps the row highlighting for blocked issues but also adds a Tiles view that provides a Microsoft Planner look and feel.,,Icons|Hover Cards|Gallery,,@now,toString|toLocaleDateString|getYear|startsWith|replace,defaultClick|share|delete|editProps,defaultHoverField|customCardProps|directionalHint|hideSelection|additionalRowClass,ms-bgColor-neutralLight--hover|ms-bgColor-white|ms-bgColor-red|ms-borderColor-neutralLight|ms-fontColor-themePrimary|ms-fontColor-neutralPrimary|ms-fontColor-neutralSecondary|ms-fontColor-neutralSecondary--hover|ms-fontColor-neutralTertiaryAlt|ms-fontColor-white|ms-fontColor-red|sp-css-backgroundColor-errorBackground|sp-css-backgroundColor-neutralBackground10|sp-css-backgroundColor-blueBackground17|sp-css-backgroundColor-blueBackground07|sp-css-backgroundColor-successBackground40|sp-css-backgroundColor-warningBackground50|sp-css-backgroundColor-errorBackground50|sp-css-color-themeDarker|sp-css-color-neutralPrimary|sp-css-color-blue|sp-css-color-redDark|sp-css-color-green
View,likes-count-rowclass,Likes Count Row Class,https://github.com/pnp/List-Formatting/tree/master/view-samples/likes-count-rowclass,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/likes-count-rowclass/assets/screenshot.png,This sample demonstrates how to change the background color of a row depending on the number of likes.,,,,,,,additionalRowClass,ms-bgColor-themeLighter
View,linkinbio,Linkinbio,https://github.com/pnp/List-Formatting/tree/master/view-samples/linkinbio,Anand Ragav,anandragav,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/linkinbio/assets/screenshot.png,"This sample creates a link in bio card for users. A Link in bio is important for people to have because it provides a centralized location where they can direct their followers or potential customers to access more information about them, their products, or their services.",,Icons|Gallery,,,getUserImage,,,ms-font-l|ms-font-xl|ms-bgColor-sharedBlueMagenta10|ms-bgColor-sharedMagenta10--hover|ms-bgColor-sharedCyanBlue10|ms-bgColor-sharedCyanBlue20--hover|ms-bgColor-magentaLight|ms-bgColor-magenta--hover|ms-bgColor-orangeLighter|ms-bgColor-orange--hover|ms-bgColor-greenLight|ms-bgColor-green--hover|ms-bgColor-neutralLight|ms-fontColor-black|sp-row-listPadding|sp-row-button
View,linkinbio-instagram,Linkinbio_Instagram,https://github.com/pnp/List-Formatting/tree/master/view-samples/linkinbio-instagram,Anand Ragav,anandragav,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/linkinbio-instagram/assets/screenshot.png,An instagram-inspired bio page for users.,,Icons|SVG|Gallery|Hover Cards,,@isSelected,getUserImage,,defaultHoverField,ms-bgColor-themePrimary--hover|ms-bgColor-purpleDark--hover|ms-fontColor-black|ms-fontWeight-semibold|ms-font-xl|sp-row-listPadding|sp-row-button|ms-bgColor-blue|ms-bgColor-blueLight
View,london-tube-status,London Underground Line Status,https://github.com/pnp/List-Formatting/tree/master/view-samples/london-tube-status,Leon Armston,LeonArmston,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/london-tube-status/assets/screenshot.png,"Display on the homepage of your SharePoint intranet a continually updated feed of London Underground line statuses using the publicly available Transport for London (TFL) API. ",,Icons|Hover Cards,,@rowIndex,replace,,customCardProps|directionalHint|hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-white|ms-fontColor-white|ms-fontColor-black
View,match-score-card,Match Score Card,https://github.com/pnp/list-formatting/tree/master/view-samples/match-score-card,Sudeep Ghatak,sudeepghatak,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/match-score-card/assets/screenshot.png,This sample transforms list items into a match summary.,,,,,,,hideSelection|hideColumnHeader|rowFormatter,
View,menu-link-button,Menu Link button,https://github.com/pnp/List-Formatting/tree/master/view-samples/menu-link-button,Reshmee Auckloo,reshmee011,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/menu-link-button/assets/screenshot.png,This sample allows for the creation of quick links through the use of buttons with additional features. These features include the ability to configure the button using size and color.,,Icons|Hover Cards,,,,,customCardProps|beakStyle|directionalHint|hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-sharedGray10--hover
View,menu-link-tiles,Menu Link Tiles,https://github.com/pnp/List-Formatting/tree/master/view-samples/menu-link-tiles,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/menu-link-tiles/assets/screenshot.gif,"This sample includes a Metro tiles style menu with additional features such us configuration of tiles using size and color, option to favorite a tile using setValue, and also includes customCardProps to show a custom hover card with the description of a tile.",,Icons|Inline Editing|Hover Cards,,@now,,setValue,customCardProps|beakStyle|directionalHint|hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-sharedGray10--hover|ms-fontColor-white--hover|ms-fontColor-sharedGray10
View,menu-style-list,Menu Style List,https://github.com/pnp/List-Formatting/tree/master/view-samples/menu-style-list,Tanel Vahk,tvahk,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/menu-style-list/assets/screenshot.png,This sample transforms SharePoint list items into a styled menu layout using list view formatting.,,Icons|Grouped,,,@group.fieldData,,groupProps|hideSelection|hideColumnHeader|rowFormatter|headerFormatter,ms-bgColor-communicationTint20|ms-bgColor-white
View,message-chat-bubbles,Message Chat Bubbles,https://github.com/pnp/List-Formatting/tree/master/view-samples/message-chat-bubbles,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/message-chat-bubbles/assets/screenshot.png,"This sample formats your SharePoint list view to look like message chat bubbles! If the Author is the current user, the message will be displayed on the right.",,Hover Cards,,@me,,,defaultHoverField|hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-themeLighter|ms-bgColor-neutralLighter|ms-fontWeight-bold|ms-fontSize-18|ms-fontSize-14
View,multi-choice-links,Multi-Choice Links,https://github.com/pnp/list-formatting/tree/master/view-samples/multi-choice-links,Anoop Tatti,anoopt,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/multi-choice-links/assets/screenshot.png,Demonstrates using a multi-choice column to create multiple links,,,Multi-Choice,@currentWeb,indexOf|substring|lastIndexOf,,forEach|hideSelection|rowFormatter,ms-bgColor-themeLight|ms-bgColor-themeLighter--hover|ms-bgColor-themeLighterAlt|ms-fontColor-themeDark|ms-fontColor-neutralPrimary|ms-fontColor-neutralSecondary|ms-fontWeight-regular|ms-fontWeight-semibold|ms-fontSize-l|ms-fontSize-m|ms-fontSize-sPlus
View,multi-line-view,Multi-line View,https://github.com/pnp/list-formatting/tree/master/view-samples/multi-line-view,Lincoln DeMaris,ldemaris,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/multi-line-view/assets/screenshot.png,"This sample demonstrates showing fields on separate rows, conditionally showing a button based on the current user, and how to use the defaultClick rowaction.",,,,@me,,defaultClick,hideSelection|hideColumnHeader|rowFormatter,sp-row-card|sp-row-listPadding|sp-row-title|sp-row-button
View,multi-person-currentuser-rowclass,Current User's Rows (Using a Multi-Person Column),https://github.com/pnp/list-formatting/tree/master/view-samples/multi-person-currentuser-rowclass,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/multi-person-currentuser-rowclass/assets/screenshot.png,"Highlights the entire row for any list items where one of the assigned to users is the current user (the user viewing the list view, not the author of the format). You can easily adjust this to use a different person column by changing the `[$AssignedTo]` portion of the expression.",,,Multi-Person,@me,indexOf|join,,additionalRowClass,ms-bgColor-themeLight|ms-bgColor-themeLighterAlt--hover
View,multi-person-displays,Multi-Person Displays,https://github.com/pnp/List-Formatting/tree/master/view-samples/multi-person-displays,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/multi-person-displays/assets/screenshot.gif,This sample provides multiple formats illustrating different ways multi-person field display and inline editing can occur. The field is rendered multiple times to show different options.,,Inline Editing|Hover Cards,Multi-Person,,loopIndex|indexOf|substring|toUpperCase|lastIndexOf|getUserImage|length,,forEach|inlineEditField|defaultHoverField|customCardProps|hideSelection|hideColumnHeader|rowFormatter|hideFooter,ms-bgColor-neutralTertiaryAlt|ms-bgColor-white|ms-fontColor-themePrimary|ms-fontColor-white|ms-fontColor-black|ms-fontColor-gray120|ms-fontWeight-semibold|ms-fontSize-32|ms-fontSize-20|ms-fontSize-16|ms-fontSize-10
View,multilingual-quotes,Multilingual Quotes,https://github.com/pnp/List-Formatting/tree/master/view-samples/multilingual-quotes,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/multilingual-quotes/assets/screenshot.png,This sample demonstrates the use of the @UIlcid token to change the text displayed based on the site display language.,,,,@UIlcid,,,hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-themeLighter|ms-fontColor-themeDark|ms-fontColor-neutralSecondary
View,numbered-list-cards,Numbered List Card,https://github.com/pnp/List-Formatting/tree/master/view-samples/numbered-list-cards,Tanel Vahk,tvahk,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/numbered-list-cards/assets/screenshot.png,This sample converts list items into numbered list cards. The numbering is done using @rowIndex JSON formatting value.,,,,@rowIndex,,,hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-neutralLighter|ms-bgColor-themePrimary|ms-fontColor-white|ms-fontSize-m|ms-fontSize-xlPlus|ms-fontWeight-bold|ms-fontWeight-regular|ms-fontWeight-semibold|ms-fontSize-l
View,out-of-office,Out of Office,https://github.com/pnp/List-Formatting/tree/master/view-samples/out-of-office,Tom Resing,tomresing,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/out-of-office/assets/screenshot.png,This sample shows how to format a list to show upcoming employee time away from office.,,Icons,,@currentWeb|@now,,,hideSelection|rowFormatter,ms-bgColor-themeLighterAlt|ms-fontColor-themeLighter|ms-fontColor-neutralPrimary|ms-fontColor-neutralSecondary|ms-fontWeight-regular|ms-fontWeight-semibold|ms-fontSize-l|ms-fontSize-m|ms-fontSize-s
View,overdue-rowclass,Overdue Row Class,https://github.com/pnp/list-formatting/tree/master/view-samples/overdue-rowclass,Lincoln DeMaris,ldemaris,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/overdue-rowclass/assets/screenshot.png,This sample applies a class to any row where the DueDate column is overdue (earlier than @now).,,,Date,@now,,,additionalRowClass,sp-field-severity--severeWarning
View,payments,Payments,https://github.com/pnp/List-Formatting/tree/master/view-samples/payments,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/payments/assets/screenshot.gif,"This sample provides a payment list format to register daily expenses, currency, status, rate option, comments and categorization of payment. Solution has 3 formats Desktop, Mobile and Group by Category.",,Icons|Inline Editing|Hover Cards|Grouped,,@group.count|@group.columnDisplayName|@rowIndex,Number|Date|toLocaleDateString|indexOf|length|substring|getDate|getMonth|getYear|toUpperCase,defaultClick|setValue|delete,forEach|inlineEditField|customCardProps|directionalHint|hideSelection|hideColumnHeader|rowFormatter|groupProps|headerFormatter|hideFooter,ms-bgColor-themePrimary|ms-bgColor-orangeLighter|ms-bgColor-red|ms-bgColor-purple|ms-bgColor-blue|ms-bgColor-green|ms-bgColor-gray10--hover|ms-bgColor-sharedYellow10|ms-fontColor-white|ms-fontColor-black|ms-fontColor-red|ms-fontColor-gray100|ms-fontColor-gray90|ms-fontWeight-semibold|ms-fontWeight-bold|ms-fontSize-32|ms-fontSize-24|ms-fontSize-20|ms-fontSize-18|ms-fontSize-16|ms-fontSize-14|ms-fontSize-12|ms-bgColor-info--hover|ms-fontColor-themePrimary|ms-fontSize-28|sp-css-backgroundColor-neutralLighterAlt|ms-fontColor-themeTertiary--hover|ms-fontSize-68|ms-fontSize-42|ms-fontSize-10|sp-css-backgroundColor-neutralLighterAlt|ms-bgColor-severeWarning|ms-fontColor-neutralQuaternary
View,percent-chart-format,Percent Chart format,https://github.com/pnp/List-Formatting/tree/master/view-samples/percent-chart-format,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/percent-chart-format/assets/screenshot.gif,"This sample display formatted percent chart row based on icon/emoji/svg and associated result number, used is able to manage to total and used items for percent calculation.",,Icons|Inline Editing|SVG,,,toString|ceiling,,inlineEditField|hideSelection|hideColumnHeader|rowFormatter,ms-fontColor-themePrimary|ms-fontColor-neutralTertiary|ms-fontWeight-bold|ms-fontSize-68|ms-fontSize-32|ms-fontSize-16|ms-fontSize-14|ms-fontSize-42
View,person-cards,Person Cards,https://github.com/pnp/List-Formatting/tree/master/view-samples/person-cards,David Ramalho,DRamalho92,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/person-cards/assets/screenshot.png,This sample demonstrates creating a basic person card. You can use this as a quick contact list.,,Icons,,,,,hideSelection|rowFormatter,ms-bgColor-neutralLight--hover|ms-bgColor-neutralLighterAlt|ms-fontColor-themePrimary--hover
View,person-currentuser-rowclass,Current User's Rows,https://github.com/pnp/list-formatting/tree/master/view-samples/person-currentuser-rowclass,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/person-currentuser-rowclass/assets/screenshot.png,"Highlights the entire row for any list items assigned to the current user (the user viewing the list view, not the author of the format). You can easily adjust this to use a different column like Author or Editor by changing the [$AssignedTo] portion of the expression.",,,Person,@me,,,additionalRowClass,ms-bgColor-themeLight|ms-bgColor-themeLighterAlt--hover
View,person-quote-card,Person Quote Card,https://github.com/pnp/List-Formatting/tree/master/view-samples/person-quote-card,Sudeep Ghatak,sudeepghatak,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/person-quote-card/assets/screenshot.png,This sample transforms list items into a template that displates quotes from People with a link to their Twitter (X) handle.,,,,,getUserImage,,hideColumnHeader|hideSelection|rowFormatter,
View,photo-gallery-with-likes,photo-gallery-with-likes,https://github.com/pnp/List-Formatting/tree/master/view-samples/photo-gallery-with-likes,Lou-i3,Lou-i3,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/photo-gallery-with-likes/assets/screenshot.gif,This sample demonstrates formatting a document library gallery view into a photo gallery showing title and likes.,,Icons|Inline Editing|Gallery,,@thumbnail|@me,indexOf|appendTo|removeFrom|Number|length,setValue|defaultClick,hideSelection|filePreviewProps|fillHorizontally,ms-bgColor-white|ms-fontColor-white|ms-bgColor-black--hover|ms-bgColor-neutralLight--hover|ms-fontColor-black--hover|sp-card-container|sp-card-defaultClickButton|sp-css-borderColor-neutralLight|sp-card-borderHighlight|sp-card-subContainer|sp-card-lastTextColumnContainer|sp-card-imageContainer
View,piano,Piano,https://github.com/pnp/List-Formatting/tree/master/view-samples/piano,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/piano/assets/screenshot.png,This sample formats your SharePoint list view to look like a piano.,,Hover Cards,,@rowIndex|@window.innerHeight|@window.innerWidth,,,customCardProps|directionalHint|hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-neutralPrimary|ms-bgColor-sharedRed10|ms-bgColor-sharedOrange10|ms-bgColor-sharedYellow10|ms-bgColor-sharedYellowGreen10|ms-bgColor-sharedCyan10|ms-bgColor-sharedCyanBlue10|ms-bgColor-sharedBlueMagenta10|ms-fontColor-white|ms-bgColor-themePrimary|ms-bgColor-themeLighter--hover|ms-bgColor-themeDark--hover|ms-fontColor-themePrimary
View,picture-link-tiles,Picture Link Tiles,https://github.com/pnp/List-Formatting/tree/master/view-samples/picture-link-tiles,Tetsuya Kawahara|Watana,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/picture-link-tiles/assets/screenshot.png,"This sample demonstrates a link collection using picture and is a customization of the Gallery layout. Additionally, this sample combines group customization with a tile format.",,Gallery|Grouped,,@group.count,getThumbnailImage,,hideSelection|groupProps|headerFormatter,ms-bgColor-themePrimary|ms-bgColor-themeLighter|ms-bgColor-white|ms-fontColor-themePrimary|ms-fontColor-neutralPrimary|ms-fontColor-neutralTertiaryAlt|ms-fontWeight-bold
View,picture-link-tiles-doc-lib,Picture Link Tiles Doc Lib,https://github.com/pnp/List-Formatting/tree/master/view-samples/picture-link-tiles-doc-lib,Watana,watana2,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/picture-link-tiles-doc-lib/assets/screenshot.png,"Creates a card-style tile view in a SharePoint Document Library with file previews, badges, titles, and a footer with actions.",,Gallery|Grouped|Icons|Inline Editing,,@thumbnail|@group.count,indexOf|join|substring|toString|getYear|getMonth,editProps|delete,hideSelection|inlineEditField|groupProps|headerFormatter,ms-fontColor-themeDark|ms-fontColor-neutralPrimary|ms-fontWeight-bold|ms-bgColor-themeLighter|ms-bgColor-themeLighterAlt
View,picture-quick-links,Picture Quick Links,https://github.com/pnp/list-formatting/tree/master/view-samples/picture-quick-links,Watana,watana2,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/picture-quick-links/assets/screenshot.png,This sample shows custom quick links for adding to a vertical section in a SharePoint page.,,Gallery,,,,,hideSelection|fillHorizontally,ms-bgColor-neutralLight|sp-card-borderHighlight|sp-card-container|sp-card-container-noPadding|sp-card-defaultClickButton|sp-card-imageContainer|sp-card-imagePreviewBackground|sp-card-previewColumnContainer|sp-card-subContainer|sp-css-borderColor-neutralLight|sp-card-subContainer-borderRadius
View,planner-inspired-task-card,Planner Inspired Task Cards,https://github.com/pnp/list-formatting/tree/master/view-samples/planner-inspired-task-card,April Dunham,aprildunnam,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/planner-inspired-task-card/assets/screenshot.gif,"Formats Task List Items in a Planner Inspired Card View. Uses Fluent UI Icons to designate In Progress, Completed, and Delayed Statuses. Automatically strikes out text for Completed items.",,Icons,,@now,toLocaleDateString,defaultClick|delete,hideSelection|rowFormatter,ms-fontColor-themePrimary|ms-fontColor-themePrimary--hover|ms-fontColor-neutralPrimary|ms-fontColor-red--hover
View,praise-cards,Praise Cards,https://github.com/pnp/List-Formatting/tree/master/view-samples/praise-cards,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/praise-cards/assets/screenshot.png,"This sample demonstrates how to display Praise Cards. By creating a Praise Card, you can express your appreciation and admiration to others for their daily cooperation and actions!",,Icons|Inline Editing|Hover Cards|Gallery,,@me,indexOf|length|getUserImage|appendTo|removeFrom,defaultClick|setValue,forEach|defaultHoverField|customCardProps|directionalHint|hideSelection,ms-bgColor-themePrimary|ms-bgColor-themeLighter--hover|ms-fontColor-themePrimary|ms-fontColor-themeDark--hover|ms-fontColor-neutralSecondary|ms-fontColor-neutralTertiaryAlt|ms-fontColor-white
View,pricing-table,Pricing Table,https://github.com/pnp/List-Formatting/tree/master/view-samples/pricing-table,Tanel Vahk,tvahk,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/pricing-table/assets/screenshot.png,This sample transforms list items into cards formatted with pricing table layouts.,,Icons|Gallery,,,,,hideSelection|forEach,ms-bgColor-themePrimary|ms-fontColor-neutralTertiary|ms-fontColor-white|ms-font-xl|ms-bgColor-white
View,product-catalog,Product Catalog,https://github.com/pnp/List-Formatting/tree/master/view-samples/product-catalog,Todd Baginski,TBag,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/product-catalog/assets/screenshot.png,The product catalog sample demonstrates how to use view formatting to format lists and display views of the lists inside web parts. It also demonstrates how to create links to download documents from the SharePoint Document libraries.,,Provisioning,,@window.innerWidth,toString|toLocaleDateString,,hideSelection|hideColumnHeader|rowFormatter,
View,product-gallery,Product Gallery,https://github.com/pnp/List-Formatting/tree/master/view-samples/product-gallery,Rk Menon,rk-menon,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/product-gallery/assets/screenshot.png,This sample uses tileProps element to format the tile layout of the view.,,Gallery,,@currentWeb,,,,ms-bgColor-neutralLighterAlt
View,profile-card,User Profile Card,https://github.com/pnp/list-formatting/tree/master/view-samples/profile-card,Ejaz Hussain,ejazhussain,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/profile-card/assets/screenshot.png,This is simple user profile card built to provide a tile view with contact buttons. A default image is shown if a picture is not provided.,,Icons,,@currentWeb,,,hideSelection|rowFormatter,ms-bgColor-neutralLight--hover|ms-bgColor-neutralLighterAlt|ms-fontColor-themePrimary--hover|ms-fontColor-magentaLight
View,project-gantt-chart,Project Gantt Chart,https://github.com/pnp/List-Formatting/tree/master/view-samples/project-gantt-chart,Geert de Kooter,gdk-max,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/project-gantt-chart/assets/screenshot.png,This project Gantt Chart sample demonstrates how to show a list of high level tasks in a Gantt chart. It is mainly useful for top-level views.,,Icons|Inline Editing|Hover Cards,,@now|@rowIndex,Number|toLocaleDateString|floor|getDate|getMonth,editProps|setValue,hideSelection|hideColumnHeader|rowFormatter|customCardProps|defaultHoverField|beakStyle|directionalHint,ms-bgColor-neutralLight|ms-bgColor-neutralLight|ms-bgColor-neutralLighter--hover|ms-bgColor-themeDarker|ms-bgColor-themeLight|ms-bgColor-themeLight--hover|ms-bgColor-themePrimary|ms-bgColor-themeTertiary|ms-ContextualMenu-list|ms-fontColor-black--hover|ms-fontColor-gray140|ms-fontColor-gray160|ms-fontColor-green|ms-fontColor-neutralSecondaryAlt|ms-fontColor-sharedRed20|ms-fontColor-sharedRed20|ms-fontColor-themeDarker--hover|ms-fontColor-themePrimary|ms-fontColor-white|ms-fontColor-white|ms-fontSize-12|ms-fontSize-14|ms-fontSize-16|ms-fontSize-24|ms-fontWeight-semibold|ms-fontWeight-semibold|sp-field-bold|sp-field-severity--blocked30|ms-fontColor-gray40
View,project-health-dashboard,Project Health Dashboard,https://github.com/pnp/List-Formatting/tree/master/view-samples/project-health-dashboard,Andres Ibarra,Riftsan,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/project-health-dashboard/assets/screenshot.png,"This is a template for Project health statuses; it has nice features such as Risk scoring, Severity of the project, Schedule timing, Hover effects that provide the latest project updates, Theme Colors, Project Team members, and the cost of the project.",,Icons|Hover Cards,,,toString|loopIndex|join|length|getUserImage,,forEach|defaultHoverField|customCardProps|directionalHint|hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-neutralLight|ms-bgColor-yellow|ms-bgColor-orange|ms-bgColor-green|ms-bgColor-sharedRed20|ms-fontColor-themePrimary|ms-fontColor-neutralSecondary|ms-fontColor-white|ms-fontColor-yellow|ms-fontColor-orange|ms-fontColor-green|ms-fontColor-sharedRed20|ms-fontWeight-regular|ms-fontWeight-semibold|ms-fontSize-32|ms-fontSize-28|ms-fontSize-20|ms-fontSize-16|ms-motion-slideRightIn|sp-row-card|sp-field-severity--blocked|sp-field-severity--good|sp-field-severity--warning
View,prompt-cards,Prompt Cards,https://github.com/pnp/list-formatting/tree/master/view-samples/prompt-cards,Pat McGown,pmcgown,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/prompt-cards/assets/screenshot.png,This sample demonstrates how to format list items as prompt cards,,Gallery|Icons,,,defaultClick,defaultClick,hideSelection|fillHorizontally,ms-bgColor-white|ms-fontColor-neutralPrimary|ms-fontColor-neutralSecondary|ms-fontColor-themePrimary|ms-fontSize-l|ms-fontWeight-bold|ms-fontWeight-semibold|sp-card-borderHighlight|sp-card-content|sp-card-defaultClickButton|sp-card-displayColumnContainer|sp-card-label|sp-card-multiline|sp-card-subContainer|sp-css-borderColor-neutralLight|sp-card-container
View,property-card,Property Card,https://github.com/pnp/list-formatting/tree/master/view-samples/property-card,Sudeep Ghatak,sudeepghatak,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/property-card/assets/screenshot.png,"This sample transforms list items into cards formatted with property listing layouts. To ensure the view functions correctly, make sure all specified columns are included. The icons are referenced from Fluent UI Icons.",,Icons,,,getUserImage,,hideSelection|hideColumnHeader|rowFormatter,
View,qr-code,QR Code Row Formatter,https://github.com/pnp/list-formatting/tree/master/view-samples/qr-code,Sai Bandaru,saiiiiiii,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/qr-code/assets/screenshot.png,This sample uses SharePoint List Formatting to automatically generate QR codes for each list item based on the Title field.,,,,,,,hideColumnHeader|rowFormatter,
View,quiz,Quiz,https://github.com/pnp/List-Formatting/tree/master/view-samples/quiz,Anand Ragav,anandragav,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/quiz/assets/screenshot.gif,This sample creates a quiz with multiple choice questions. The tile view and custom card props provide visual feedback to users when making answer choices.,,Hover Cards|Icons|Gallery,,,,,beakStyle|customCardProps|directionalHint,sp-row-listPadding|sp-row-button|ms-borderColor-blue|sp-row-button|ms-bgColor-purpleDark--hover|ms-fontWeight-semibold|ms-fontColor-white
View,random-item,Random Item,https://github.com/pnp/List-Formatting/tree/master/view-samples/random-item,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/random-item/assets/screenshot.gif,This sample demonstrates utilizing layering to draw all rows on top of each other and then the z-index is set to a randomized value to determine which row to draw on the very top.,,Randomization,,@now,Number,,hideSelection|hideColumnHeader|rowFormatter,ms-bgColor-themeDark|ms-fontColor-white
View,rating-in-tiles,Rating in Tiles,https://github.com/pnp/List-Formatting/tree/master/view-samples/rating-in-tiles,Luís Ribeiro,luis-ribeiro,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/rating-in-tiles/assets/screenshot.gif,"This sample demonstrates how to create a clickable rating experience in the view Tile mode. It allows users to rate the item/document when in the tile mode. ",,Gallery|SVG|Icons|Inline Editing|Hover Cards,,@me,appendTo|getThumbnailImage|getUserImage|indexOf|length|loopIndex|Number|replaceAll|split|substring|toString,defaultClick|setValue,forEach|fillHorizontally|hideSelection|defaultHoverField|customCardProps,ms-bgColor-communicationPrimary--hover|ms-bgColor-neutralLight|ms-bgColor-themeLighter|ms-bgColor-white|ms-fontColor-neutralPrimary|ms-fontColor-neutralSecondary|sp-card-borderHighlight|sp-card-container|sp-card-content|sp-card-defaultClickButton|sp-card-defaultImage|sp-card-defaultImageOverlay|sp-card-displayColumnContainer|sp-card-emptyFillStar|sp-card-halfFillStar|sp-card-highlightedContent|sp-card-imageContainer|sp-card-imagePreview|sp-card-imagePreviewBackground|sp-card-keyboard-focusable|sp-card-label|sp-card-previewColumnContainer|sp-card-starRating|sp-card-subContainer|sp-card-urlContent|sp-card-userContainer|sp-card-userCustomCard|sp-card-userOthers|sp-card-userTitle|sp-css-borderColor-neutralLight|sp-card-personCallout|sp-card-userEmptyText|sp-card-userThumbnail|sp-card-ratingCount
View,recent-comments,Recent Comments,https://github.com/pnp/List-Formatting/tree/master/view-samples/recent-comments,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/view-samples/recent-comments/assets/screenshot.png,This sample shows text from the most recent items by showing them in decresing sizes as they get older.,,,,@rowIndex,,,hideSelection|hideColumnHeader|rowFormatter,
